ID,COMMENT,CLASSE
2336,YEAH DONT F WITH ME AND MY PLASTIC STRAWS! TELL EM!!!!,scrollTriggerFade section EVERYDAY
2337,20 minutes in theory,scrollTriggerFade section CELEBRITIES
2338,@kyliejenner what’s up?,scrollTriggerFade section CELEBRITIES
2339,The turtles!,scrollTriggerFade section POLLUTION
2340,She think she Kobe,scrollTriggerFade section CELEBRITIES
2341,"That! and also golf courses in the middle of the desert down in the coachella Valley, during drought!",scrollTriggerFade section EVERYDAY
2342,I can’t be mad because if I had the option to not drive I would take it,scrollTriggerFade section CELEBRITIES
2343,I feel like if I was rich and casually disliked I would not want my flight tracking public knowledge lmao,scrollTriggerFade section UNDEFINED
2344,Jack is a big republican/ trumper. he don't give a shit about the environment,scrollTriggerFade section CELEBRITIES
2345,Camarillo is NOT LA. That drive is 30 minutes. F@#K the Kardashians.,scrollTriggerFade section CELEBRITIES
2346,I used to live in Camarillo,scrollTriggerFade section CELEBRITIES
2347,yup but it’s regular people killing the planet not the mega rich and corporations,scrollTriggerFade section UNDEFINED
2348,To be fair… when they are not using the jets people rent the planes to transport goods such as money from banks and business etc...,scrollTriggerFade section UNDEFINED
2349,remember that your cars are damaging to the environment 😡😡,scrollTriggerFade section EVERYDAY
2350,End celebrity worship 👊🏼,scrollTriggerFade section CELEBRITIES
2351,They probs aren’t on it. The plane is just stored at another airport and picks them up close to their house,scrollTriggerFade section ROUTINE
2352,fuck that shit. I understand convenience but the environmental damage is ridiculous,scrollTriggerFade section POLLUTION
2353,Pilots need to maintain skill. Sometimes they fly just to fly.,scrollTriggerFade section ROUTINE
2354,@Kylie Jenner seriously 😳,scrollTriggerFade section CELEBRITIES
2355,"bro, van nuys to camarillo isnt even one side of la to the other. its just two parts of the valley thats fkn absurd",scrollTriggerFade section CELEBRITIES
2356,most of the co2 is coming from developing nations that are just starting to industrialize. Recycling isn’t going to help & jets probably won’t hurt,scrollTriggerFade section EVERYDAY
2357,You know they probably aren’t on these planes when they’re doing that right? It’s more likely the planes are undergoing maintenance or leased out,scrollTriggerFade section ROUTINE
2358,People need to realize the only way to cancel them all is by ignoring and not buying anything that has to do w any of them.,scrollTriggerFade section RICH
2359,Jet fuel is actually cheaper than gas at the moment 😅,scrollTriggerFade section UNDEFINED
2360,It’s time to EAT THE RICH!!!,scrollTriggerFade section RICH
2361,the turtles 🐢 🥺,scrollTriggerFade section POLLUTION
2362,LA traffic hits different I guess,scrollTriggerFade section EVERYDAY
2363,That’s what Kobe was doing that awful day.,scrollTriggerFade section CELEBRITIES
2364,Yeah this makes it really hard to care about environmental causes and reducing carbon footprint when shit like this is going on 🙄,scrollTriggerFade section POLLUTION
2365,Like Jennifer Aniston telling everyone to take two minute showers.,scrollTriggerFade section CELEBRITIES
2366,"Maybe I’m wrong and it’s only flights the celeb is on, but their planes probably move to either their parking spot, to service or to different airport",scrollTriggerFade section UNDEFINED
2367,the rich have homes in the mtns that have heated driveways and walkways. and they are on even when they are not there.,scrollTriggerFade section RICH
2368,Bruh Camarillo IS NOT LA 💀😂😂😂 bruh. It’s a small ass suburb town with nothing to do but go to the outlets and target/high school football games,scrollTriggerFade section UNDEFINED
2369,well traffic can be bad in california,scrollTriggerFade section EVERYDAY
2370,Who the fuck takes bags on this flight?,scrollTriggerFade section ROUTINE
2371,"She’s probably isn’t actually on the plane. They are repositioning it from one airport to another. It’s costly for them to pay for fuel, landing fees",scrollTriggerFade section UNDEFINED
2372,"a sane government, which I realize we definitely don't have, would ban this. but fuck all of us and the planet we're stuck on ig.",scrollTriggerFade section UNDEFINED
2373,Paper straws and 2 minute showers are how they make us feel like we’re making a difference while the elite trash the environment. Classic misdirection,scrollTriggerFade section UNDEFINED
2374,"Also, Don’t forget they need all of CA’s water during a drought for their mansion yards or else it’ll turn brown & ruin the aesthetic ☺️",scrollTriggerFade section EVERYDAY
2375,Y’all all drive cars,scrollTriggerFade section CELEBRITIES
2376,I could care less if they fly in their private jets. Just don’t preach to me about climate change. Hippocrates.,scrollTriggerFade section UNDEFINED
2377,That whole GREEN living is a scam. Solar and wind power uses more energy than it produces. Same with electric cars.,scrollTriggerFade section UNDEFINED
2378,Yes! Expose the disgusting amount of wealth!,scrollTriggerFade section RICH
2379,@Khloé Kardashian @Kim Kardashian @Kourtney Kardashian Barker @Kylie Jenner @Kim and North,scrollTriggerFade section CELEBRITIES
2380,"this is why i refuse to support these ppl. won’t watch theirs shows, buy their products, won’t even follow their instas",scrollTriggerFade section RICH
2381,Rules for thee,scrollTriggerFade section RICH
2382,The irony of them all using private jets bc of traffic when they literally could pay (or pay a fair share of taxes) to build better infrastructure,scrollTriggerFade section UNDEFINED
2383,LA traffic is insane.,scrollTriggerFade section EVERYDAY
2384,We really underestimate how much celebs fly 😂,scrollTriggerFade section UNDEFINED
2385,The turtles 🥺,scrollTriggerFade section POLLUTION
2386,camarillo isn’t la it ventura county . damn if i was rich i would do that too . the 101 traffic is no joke,scrollTriggerFade section UNDEFINED
2387,One flight is the same amount of emissions as two years of one of us living our normal lives. One flight.,scrollTriggerFade section UNDEFINED
2388,A lot of the pro athletes and celebrities take helicopters from Hidden Hills/Calabasas to DTLA/Burbank/Beverly Hills,scrollTriggerFade section CELEBRITIES
2389,Fuck those straws,scrollTriggerFade section EVERYDAY
2390,But I have to use paper straw,scrollTriggerFade section EVERYDAY
2391,Rich people: they’re just like us right?,scrollTriggerFade section RICH
2392,"It’s a reposition flight, this happens all the time. She wasn’t on board, guaranteed.",scrollTriggerFade section ROUTINE
2393,We need to stop subsidizing airports and start building out trains,scrollTriggerFade section ROUTINE
2394,Name a billionaire that doesn’t do this lol.,scrollTriggerFade section RICH
2395,Meanwhile my mom gets in trouble for using her water hose for an hour,scrollTriggerFade section EVERYDAY
2396,"Nahhhh, it's definitely us and our paper straws 🥱",scrollTriggerFade section EVERYDAY
2397,@Kylie Jenner ????,scrollTriggerFade section CELEBRITIES
2398,Poor people talk,scrollTriggerFade section RICH
2399,"To be fair, Kylie isn’t lecturing me about the environment. It’s the politicians & politically adjacent elites with the hypocrisy.",scrollTriggerFade section UNDEFINED
2400,Yet these celebrities talk about going green and climate control,scrollTriggerFade section UNDEFINED
2401,Lol vegas traffic is NEVER a 20min car ride. Even if it says on maps. Lol,scrollTriggerFade section UNDEFINED
2402,ya'll want to hella tax the rich and now now not let them fly in peace. geez,scrollTriggerFade section UNDEFINED
2403,Yeah I’m over the stupid climate change stuff,scrollTriggerFade section POLLUTION
2404,when you a billionaire you can do whatever you want. must be great to have money like that,scrollTriggerFade section RICH
2405,"Time is money for the rich. Also, agreed…the climate won’t get any better until corporations and the wealthy make the changes. Not us.",scrollTriggerFade section UNDEFINED
2406,Just wait until you see all these politicians planes too,scrollTriggerFade section UNDEFINED
2407,Kim Ks CO2 emissions for one trip = a normal persons over three YEARS,scrollTriggerFade section POLLUTION
2408,The rules don’t apply to the rich 🤷🏻‍♀️,scrollTriggerFade section RICH
2409,It's probably to and from the Maintainence/hangar sometimes. And many jets are leased out when not being used by the owner,scrollTriggerFade section ROUTINE
2410,attentions spans are so short nowadays people will forget about this in-,scrollTriggerFade section RICH
2411,so disgusting. so many pollutants. tax the rich now.,scrollTriggerFade section RICH
2412,The poor turtles,scrollTriggerFade section POLLUTION
2413,They also charter those jets when they arent being used 😂,scrollTriggerFade section ROUTINE
2414,Camarillo is in Ventura County and it takes Around a hour in traffic on the 101 to the Valley 🥰,scrollTriggerFade section UNDEFINED
2415,"Hi! I work in flight ops for a private flight department. She most likely hangars the jet elsewhere, then gets picked up closer to her home. (1/2)",scrollTriggerFade section ROUTINE
2416,I will never again feel bad for letting my car idle with the AC on,scrollTriggerFade section EVERYDAY
2417,Kobe & his daughter were taking a flight across town...right?,scrollTriggerFade section UNDEFINED
2418,Second the paper straw thing bro,scrollTriggerFade section EVERYDAY
2419,what is she doing out in camarillo?...its farther to drive from Calabasas to Camarillo than to just go to van nuys. ..,scrollTriggerFade section CELEBRITIES
2420,Don’t you realize it’s always do as I say and not as I do? It was same with masks buddy. Without cameras different people,scrollTriggerFade section RICH
2421,Jenners and Kardashians are the biggest hypocrites,scrollTriggerFade section CELEBRITIES
2422,Global warming is a Lillie. Don’t listen to anything the celebs/ elites tell you…,scrollTriggerFade section CELEBRITIES
2423,shitty move for sure … but Camarillo to Van Nuys would be a bitch commute in rush hour.,scrollTriggerFade section UNDEFINED
2424,he's not on the jet for most of those trips he sends it to transport other ppl family business ect,scrollTriggerFade section RICH
2425,We need to start holding this fucking ppl accountable!,scrollTriggerFade section RICH
2426,Paper straw slander is always relevant! r,scrollTriggerFade section EVERYDAY
2427,@kyliejenner quick! make am apology video with Pepsi,scrollTriggerFade section CELEBRITIES
2428,You can get from one end of Vegas to the other in no time. You don’t need a fucking airplane 😂,scrollTriggerFade section UNDEFINED
2429,Camarillo is not LA,scrollTriggerFade section CELEBRITIES
2430,they distract you but putting blame on the general public. this is all by design. wake up people,scrollTriggerFade section RICH
